genome	biosample	clade	label
GCA_015427945.1_PDT000701587.1	SAMEA2162999	II	human
GCA_015427925.1_PDT000701589.1	SAMEA2156848	II	na
GCA_015427905.1_PDT000701590.1	SAMEA2154296	II	na
GCA_015427885.1_PDT000701582.1	SAMEA2145590	II	human
GCA_015427865.1_PDT000701588.1	SAMEA2145386	II	na
GCA_015427845.1_PDT000701593.1	SAMEA2144349	II	na
GCA_015427825.1_PDT000701972.1	SAMEA3108597	II	human
GCA_015427785.1_PDT000701799.1	SAMEA2153284	II	na
GCA_015427805.1_PDT000701798.1	SAMEA2142832	II	na
GCA_015427765.1_PDT000701914.1	SAMEA3108528	II	human
GCA_015427745.1_PDT000701794.1	SAMEA2170856	II	human
GCA_015427725.1_PDT000701803.1	SAMEA2161933	II	na
GCA_015427705.1_PDT000701801.1	SAMEA2151772	II	na
GCA_015427675.1_PDT000701814.1	SAMEA2160697	II	na
GCA_015427665.1_PDT000701805.1	SAMEA2152335	II	na
GCA_015427645.1_PDT000701804.1	SAMEA2143739	II	na
GCA_015427625.1_PDT000701812.1	SAMEA2156100	II	na
GCA_015427605.1_PDT000701810.1	SAMEA2158379	II	na
GCA_015427585.1_PDT000701808.1	SAMEA2143636	II	na
GCA_015427565.1_PDT000701807.1	SAMEA2154286	II	na
GCA_015427545.1_PDT000701811.1	SAMEA2150751	II	na
GCA_015427525.1_PDT000701816.1	SAMEA2147316	II	na
GCA_015427505.1_PDT000701800.1	SAMEA2162347	II	na
GCA_015427465.1_PDT000701919.1	SAMEA3108533	II	human
GCA_015427485.1_PDT000701802.1	SAMEA2150875	II	na
GCA_015427445.1_PDT000701823.1	SAMEA2170860	II	na
GCA_015427425.1_PDT000701915.1	SAMEA3108529	II	human
GCA_015427405.1_PDT000701928.1	SAMEA3108553	II	human
GCA_015427385.1_PDT000701825.1	SAMEA2170862	II	na
GCA_015427365.1_PDT000701817.1	SAMEA2157488	II	na
GCA_015427345.1_PDT000701821.1	SAMEA2156756	II	na
GCA_015427325.1_PDT000701922.1	SAMEA3108536	II	human
GCA_015427305.1_PDT000701822.1	SAMEA2154803	II	na
GCA_015427285.1_PDT000701815.1	SAMEA2146840	II	na
GCA_015427265.1_PDT000701820.1	SAMEA2163022	II	na
GCA_015427245.1_PDT000701916.1	SAMEA3108530	II	human
GCA_015427225.1_PDT000701911.1	SAMEA3108525	II	human
GCA_015427205.1_PDT000701933.1	SAMEA3108558	II	human
GCA_015427185.1_PDT000701913.1	SAMEA3108527	II	human
GCA_015427145.1_PDT000701912.1	SAMEA3108526	II	human
GCA_015427165.1_PDT000701918.1	SAMEA3108532	II	na
GCA_015427095.1_PDT000701920.1	SAMEA3108534	II	human
GCA_015427125.1_PDT000701925.1	SAMEA3108550	II	human
GCA_015427085.1_PDT000701909.1	SAMEA3108523	II	human
GCA_015427065.1_PDT000701917.1	SAMEA3108531	II	human
GCA_015427035.1_PDT000701910.1	SAMEA3108524	II	human
GCA_015427025.1_PDT000701797.1	SAMEA2170859	II	human
GCA_015426985.1_PDT000701824.1	SAMEA2170861	II	human
GCA_015427005.1_PDT000701818.1	SAMEA2161459	II	na
GCA_015426965.1_PDT000701966.1	SAMEA3108591	II	human
GCA_015426945.1_PDT000702139.1	SAMEA3304352	II	na
GCA_015426905.1_PDT000701923.1	SAMEA3108548	II	human
GCA_015426925.1_PDT000701921.1	SAMEA3108535	II	human
GCA_015426885.1_PDT000701926.1	SAMEA3108551	II	human
GCA_015426825.1_PDT000701938.1	SAMEA3108563	II	human
GCA_015426845.1_PDT000701927.1	SAMEA3108552	II	na
GCA_015426835.1_PDT000701924.1	SAMEA3108549	II	human
GCA_015426805.1_PDT000701941.1	SAMEA3108566	II	human
GCA_015426785.1_PDT000701940.1	SAMEA3108565	II	human
GCA_015426765.1_PDT000701939.1	SAMEA3108564	II	human
GCA_015426725.1_PDT000701942.1	SAMEA3108567	II	human
GCA_015426745.1_PDT000701943.1	SAMEA3108568	II	human
GCA_015426685.1_PDT000701946.1	SAMEA3108571	II	human
GCA_015426705.1_PDT000701944.1	SAMEA3108569	II	human
GCA_015426665.1_PDT000701948.1	SAMEA3108573	II	human
GCA_015426645.1_PDT000701947.1	SAMEA3108572	II	human
GCA_015426625.1_PDT000701949.1	SAMEA3108574	II	human
GCA_015426605.1_PDT000701950.1	SAMEA3108575	II	human
GCA_015426585.1_PDT000701945.1	SAMEA3108570	II	human
GCA_015426565.1_PDT000701952.1	SAMEA3108577	II	human
GCA_015426545.1_PDT000701951.1	SAMEA3108576	II	human
GCA_015426505.1_PDT000701955.1	SAMEA3108580	II	human
GCA_015426525.1_PDT000701956.1	SAMEA3108581	II	human
GCA_015426485.1_PDT000701935.1	SAMEA3108560	II	human
GCA_015426465.1_PDT000701954.1	SAMEA3108579	II	human
GCA_015426445.1_PDT000701953.1	SAMEA3108578	II	human
GCA_015426425.1_PDT000701961.1	SAMEA3108586	II	human
GCA_015426375.1_PDT000701930.1	SAMEA3108555	II	human
GCA_015426405.1_PDT000701957.1	SAMEA3108582	II	human
GCA_015426365.1_PDT000701959.1	SAMEA3108584	II	human
GCA_015426345.1_PDT000701932.1	SAMEA3108557	II	human
GCA_015426325.1_PDT000701968.1	SAMEA3108593	II	na
GCA_015426305.1_PDT000701937.1	SAMEA3108562	II	human
GCA_015426285.1_PDT000701969.1	SAMEA3108594	II	human
GCA_015426265.1_PDT000701967.1	SAMEA3108592	II	human
GCA_015426245.1_PDT000701970.1	SAMEA3108595	II	human
GCA_015426225.1_PDT000701929.1	SAMEA3108554	II	na
GCA_015426205.1_PDT000701973.1	SAMEA3108598	II	human
GCA_015426185.1_PDT000701975.1	SAMEA3108600	II	human
GCA_015426165.1_PDT000701971.1	SAMEA3108596	II	na
GCA_015426145.1_PDT000701974.1	SAMEA3108599	II	human
GCA_015426125.1_PDT000701976.1	SAMEA3108601	II	human
GCA_015426085.1_PDT000701958.1	SAMEA3108583	II	human
GCA_015426095.1_PDT000701977.1	SAMEA3108602	II	human
GCA_015426065.1_PDT000701978.1	SAMEA3108603	II	human
GCA_015426045.1_PDT000701962.1	SAMEA3108587	II	human
GCA_015425985.1_PDT000701982.1	SAMEA3108607	II	human
GCA_015426025.1_PDT000701979.1	SAMEA3108604	II	human
GCA_015426005.1_PDT000701960.1	SAMEA3108585	II	human
GCA_015425965.1_PDT000701984.1	SAMEA3108609	II	human
GCA_015425945.1_PDT000701986.1	SAMEA3108611	II	human
GCA_015425925.1_PDT000701980.1	SAMEA3108605	II	human
GCA_015425885.1_PDT000701987.1	SAMEA3108612	II	human
GCA_015425895.1_PDT000701964.1	SAMEA3108589	II	human
GCA_015425865.1_PDT000701936.1	SAMEA3108561	II	human
GCA_015425845.1_PDT000701934.1	SAMEA3108559	II	human
GCA_015425805.1_PDT000701990.1	SAMEA3108615	II	human
GCA_015425825.1_PDT000701988.1	SAMEA3108613	II	human
GCA_015425765.1_PDT000701965.1	SAMEA3108590	II	human
GCA_015425745.1_PDT000702133.1	SAMEA3304345	II	na
GCA_015425785.1_PDT000701989.1	SAMEA3108614	II	human
GCA_015425705.1_PDT000702144.1	SAMEA3304358	II	na
GCA_015425725.1_PDT000701991.1	SAMEA3108616	II	human
GCA_015425665.1_PDT000702134.1	SAMEA3304347	II	na
GCA_015425685.1_PDT000702132.1	SAMEA3304344	II	na
GCA_015425645.1_PDT000702143.1	SAMEA3304357	II	na
GCA_015425625.1_PDT000702146.1	SAMEA3304360	II	na
GCA_015425585.1_PDT000702147.1	SAMEA3304361	II	na
GCA_015425575.1_PDT000702145.1	SAMEA3304359	II	na
GCA_015425565.1_PDT000702150.1	SAMEA3304365	II	na
GCA_015425545.1_PDT000702148.1	SAMEA3304363	II	na
GCA_015425525.1_PDT000702151.1	SAMEA3304366	II	na
GCA_015425505.1_PDT000702137.1	SAMEA3304350	II	na
GCA_015425485.1_PDT000702135.1	SAMEA3304348	II	na
GCA_015425465.1_PDT000702152.1	SAMEA3304367	II	na
GCA_015425425.1_PDT000702159.1	SAMEA3304375	II	na
GCA_015425445.1_PDT000702157.1	SAMEA3304373	II	na
GCA_015425395.1_PDT000702138.1	SAMEA3304351	II	na
GCA_015425375.1_PDT000702162.1	SAMEA3304379	II	na
GCA_015425365.1_PDT000702136.1	SAMEA3304349	II	na
GCA_015425345.1_PDT000702142.1	SAMEA3304356	II	na
GCA_015425325.1_PDT000702155.1	SAMEA3304371	II	na
GCA_015425305.1_PDT000702158.1	SAMEA3304374	II	na
GCA_015425285.1_PDT000702163.1	SAMEA3304380	II	na
GCA_015425265.1_PDT000702141.1	SAMEA3304355	II	na
GCA_015425225.1_PDT000702161.1	SAMEA3304377	II	na
GCA_015425245.1_PDT000702177.1	SAMEA3304396	II	na
GCA_015425205.1_PDT000702202.1	SAMEA3304424	II	na
GCA_015425185.1_PDT000702284.1	SAMEA3304507	II	na
GCA_015425165.1_PDT000702282.1	SAMEA3304505	II	na
GCA_015425145.1_PDT000702278.1	SAMEA3304501	II	na
GCA_015425125.1_PDT000702201.1	SAMEA3304423	II	na
GCA_015425105.1_PDT000702275.1	SAMEA3304498	II	na
GCA_015425085.1_PDT000702319.1	SAMEA3304211	II	na
GCA_015425065.1_PDT000702318.1	SAMEA3304210	II	na
GCA_015425045.1_PDT000702283.1	SAMEA3304506	II	na
GCA_015425025.1_PDT000702277.1	SAMEA3304500	II	na
GCA_015425005.1_PDT000702170.1	SAMEA3304388	II	na
GCA_015424985.1_PDT000702194.1	SAMEA3304415	II	na
GCA_015424965.1_PDT000702198.1	SAMEA3304420	II	na
GCA_015424945.1_PDT000702180.1	SAMEA3304399	II	na
GCA_015424925.1_PDT000702197.1	SAMEA3304419	II	na
GCA_015424905.1_PDT000702166.1	SAMEA3304383	II	na
GCA_015424875.1_PDT000702167.1	SAMEA3304384	II	na
GCA_015424865.1_PDT000702168.1	SAMEA3304385	II	na
GCA_015424845.1_PDT000702169.1	SAMEA3304387	II	na
GCA_015424815.1_PDT000702182.1	SAMEA3304401	II	na
GCA_015424805.1_PDT000702181.1	SAMEA3304400	II	na
GCA_015424785.1_PDT000702183.1	SAMEA3304403	II	na
GCA_015424765.1_PDT000702184.1	SAMEA3304404	II	na
GCA_015424745.1_PDT000702186.1	SAMEA3304406	II	na
GCA_015424725.1_PDT000702178.1	SAMEA3304397	II	na
GCA_015424705.1_PDT000702185.1	SAMEA3304405	II	na
GCA_015424685.1_PDT000702189.1	SAMEA3304409	II	na
GCA_015424665.1_PDT000702193.1	SAMEA3304414	II	na
GCA_015424645.1_PDT000702190.1	SAMEA3304411	II	na
GCA_015424625.1_PDT000702188.1	SAMEA3304408	II	na
GCA_015424605.1_PDT000702192.1	SAMEA3304413	II	na
GCA_015424585.1_PDT000702191.1	SAMEA3304412	II	na
GCA_015424565.1_PDT000702175.1	SAMEA3304393	II	na
GCA_015424525.1_PDT000702199.1	SAMEA3304421	II	na
GCA_015424545.1_PDT000702196.1	SAMEA3304417	II	na
GCA_015424505.1_PDT000702206.1	SAMEA3304429	II	na
GCA_015424485.1_PDT000702195.1	SAMEA3304416	II	na
GCA_015424465.1_PDT000702179.1	SAMEA3304398	II	na
GCA_015424445.1_PDT000702176.1	SAMEA3304395	II	na
GCA_015424425.1_PDT000702212.1	SAMEA3304435	II	na
GCA_015424405.1_PDT000702209.1	SAMEA3304432	II	na
GCA_015424385.1_PDT000702173.1	SAMEA3304391	II	na
GCA_015424365.1_PDT000702207.1	SAMEA3304430	II	na
GCA_015424345.1_PDT000702174.1	SAMEA3304392	II	na
GCA_015424325.1_PDT000702215.1	SAMEA3304438	II	na
GCA_015424305.1_PDT000702216.1	SAMEA3304439	II	na
GCA_015424285.1_PDT000702214.1	SAMEA3304437	II	na
GCA_015424265.1_PDT000702210.1	SAMEA3304433	II	na
GCA_015424245.1_PDT000702218.1	SAMEA3304441	II	na
GCA_015424225.1_PDT000702213.1	SAMEA3304436	II	na
GCA_015424195.1_PDT000702200.1	SAMEA3304422	II	na
GCA_015424185.1_PDT000702221.1	SAMEA3304444	II	na
GCA_015424145.1_PDT000702219.1	SAMEA3304442	II	na
GCA_015424105.1_PDT000702224.1	SAMEA3304447	II	na
GCA_015424125.1_PDT000702220.1	SAMEA3304443	II	na
GCA_015424085.1_PDT000702223.1	SAMEA3304446	II	na
GCA_015424065.1_PDT000702228.1	SAMEA3304454	II	na
GCA_015424045.1_PDT000702225.1	SAMEA3304449	II	na
GCA_015424025.1_PDT000702227.1	SAMEA3304452	II	na
GCA_015424005.1_PDT000702226.1	SAMEA3304450	II	na
GCA_015423985.1_PDT000702222.1	SAMEA3304445	II	na
GCA_015423965.1_PDT000702229.1	SAMEA3304455	II	na
GCA_015423945.1_PDT000702232.1	SAMEA3304461	II	na
GCA_015423925.1_PDT000702230.1	SAMEA3304457	II	na
GCA_015423905.1_PDT000702231.1	SAMEA3304459	II	na
GCA_015423885.1_PDT000702234.1	SAMEA3304465	II	na
GCA_015423865.1_PDT000702236.1	SAMEA3304469	II	na
GCA_015423845.1_PDT000702233.1	SAMEA3304463	II	na
GCA_015423805.1_PDT000702235.1	SAMEA3304467	II	na
GCA_015423825.1_PDT000702240.1	SAMEA3304453	II	na
GCA_015423785.1_PDT000702251.1	SAMEA3304474	II	na
GCA_015423765.1_PDT000702237.1	SAMEA3304470	II	na
GCA_015423745.1_PDT000702242.1	SAMEA3304458	II	na
GCA_015423725.1_PDT000702241.1	SAMEA3304456	II	na
GCA_015423685.1_PDT000702258.1	SAMEA3304481	II	na
GCA_015423705.1_PDT000702252.1	SAMEA3304475	II	na
GCA_015423665.1_PDT000702255.1	SAMEA3304478	II	na
GCA_015423645.1_PDT000702254.1	SAMEA3304477	II	na
GCA_015423625.1_PDT000702259.1	SAMEA3304482	II	na
GCA_015423605.1_PDT000702261.1	SAMEA3304484	II	na
GCA_015423585.1_PDT000702260.1	SAMEA3304483	II	na
GCA_015423565.1_PDT000702268.1	SAMEA3304491	II	na
GCA_015423545.1_PDT000702263.1	SAMEA3304486	II	na
GCA_015423525.1_PDT000702262.1	SAMEA3304485	II	na
GCA_015423505.1_PDT000702264.1	SAMEA3304487	II	na
GCA_015423485.1_PDT000702269.1	SAMEA3304492	II	na
GCA_015423465.1_PDT000702270.1	SAMEA3304493	II	na
GCA_015423445.1_PDT000702272.1	SAMEA3304495	II	na
GCA_015423425.1_PDT000702273.1	SAMEA3304496	II	na
GCA_015423405.1_PDT000702271.1	SAMEA3304494	II	na
GCA_015423355.1_PDT000702274.1	SAMEA3304497	II	na
GCA_015423345.1_PDT000702288.1	SAMEA3304511	II	na
GCA_015423325.1_PDT000702286.1	SAMEA3304509	II	na
GCA_015423235.1_PDT000702293.1	SAMEA3304516	II	na
GCA_015423305.1_PDT000702290.1	SAMEA3304513	II	na
GCA_015423285.1_PDT000702292.1	SAMEA3304515	II	na
GCA_015423265.1_PDT000702291.1	SAMEA3304514	II	na
GCA_015423205.1_PDT000702295.1	SAMEA3304518	II	na
GCA_015423165.1_PDT000702246.1	SAMEA3304466	II	na
GCA_015423185.1_PDT000702297.1	SAMEA3304189	II	na
GCA_015423145.1_PDT000702296.1	SAMEA3304519	II	na
GCA_015423125.1_PDT000702301.1	SAMEA3304193	II	na
GCA_015423105.1_PDT000702298.1	SAMEA3304190	II	na
GCA_015423065.1_PDT000702276.1	SAMEA3304499	II	na
GCA_015423075.1_PDT000702279.1	SAMEA3304502	II	na
GCA_015423045.1_PDT000702308.1	SAMEA3304200	II	na
GCA_015423025.1_PDT000702321.1	SAMEA3304213	II	na
GCA_015423005.1_PDT000702305.1	SAMEA3304197	II	na
GCA_015422975.1_PDT000702310.1	SAMEA3304202	II	na
GCA_015422965.1_PDT000702244.1	SAMEA3304462	II	na
GCA_015422945.1_PDT000702304.1	SAMEA3304196	II	na
GCA_015422925.1_PDT000702312.1	SAMEA3304204	II	na
GCA_015422905.1_PDT000702313.1	SAMEA3304205	II	na
GCA_015422885.1_PDT000702306.1	SAMEA3304198	II	na
GCA_015422865.1_PDT000702309.1	SAMEA3304201	II	na
GCA_015422815.1_PDT000702307.1	SAMEA3304199	II	na
GCA_015422845.1_PDT000702239.1	SAMEA3304451	II	na
GCA_015422805.1_PDT000702322.1	SAMEA3304214	II	na
GCA_015422785.1_PDT000702350.1	SAMEA3304242	II	na
GCA_015422765.1_PDT000702347.1	SAMEA3304239	II	na
GCA_015422745.1_PDT000702337.1	SAMEA3304229	II	na
GCA_015422725.1_PDT000702334.1	SAMEA3304226	II	na
GCA_015422705.1_PDT000702340.1	SAMEA3304232	II	na
GCA_015422685.1_PDT000702243.1	SAMEA3304460	II	na
GCA_015422665.1_PDT000702328.1	SAMEA3304220	II	na
GCA_015422645.1_PDT000702338.1	SAMEA3304230	II	na
GCA_015422625.1_PDT000702354.1	SAMEA3304246	II	na
GCA_015422585.1_PDT000702344.1	SAMEA3304236	II	na
GCA_015422605.1_PDT000702355.1	SAMEA3304247	II	na
GCA_015422565.1_PDT000702327.1	SAMEA3304219	II	na
GCA_015422545.1_PDT000702245.1	SAMEA3304464	II	na
GCA_015422525.1_PDT000702343.1	SAMEA3304235	II	na
GCA_015422505.1_PDT000702326.1	SAMEA3304218	II	na
GCA_015422485.1_PDT000702342.1	SAMEA3304234	II	na
GCA_015422445.1_PDT000702351.1	SAMEA3304243	II	na
GCA_015422465.1_PDT000702348.1	SAMEA3304240	II	na
GCA_015422425.1_PDT000702314.1	SAMEA3304206	II	na
GCA_015422405.1_PDT000702362.1	SAMEA3304254	II	na
GCA_015422385.1_PDT000702341.1	SAMEA3304233	II	na
GCA_015422365.1_PDT000702349.1	SAMEA3304241	II	na
GCA_015422345.1_PDT000702345.1	SAMEA3304237	II	na
GCA_015422325.1_PDT000702346.1	SAMEA3304238	II	na
GCA_015422305.1_PDT000702375.1	SAMEA3304260	II	na
GCA_015422285.1_PDT000702374.1	SAMEA3304258	II	na
GCA_015422265.1_PDT000702339.1	SAMEA3304231	II	na
GCA_015422225.1_PDT000702249.1	SAMEA3304472	II	na
GCA_015422245.1_PDT000702335.1	SAMEA3304227	II	na
GCA_015422205.1_PDT000702380.1	SAMEA3304269	II	na
GCA_015422185.1_PDT000702317.1	SAMEA3304209	II	na
GCA_015422165.1_PDT000702324.1	SAMEA3304216	II	na
GCA_015422145.1_PDT000702250.1	SAMEA3304473	II	na
GCA_015422125.1_PDT000702360.1	SAMEA3304252	II	na
GCA_015422105.1_PDT000702280.1	SAMEA3304503	II	na
GCA_015422065.1_PDT000702361.1	SAMEA3304253	II	na
GCA_015422085.1_PDT000702325.1	SAMEA3304217	II	na
GCA_015422045.1_PDT000702204.1	SAMEA3304427	II	na
GCA_015422025.1_PDT000702323.1	SAMEA3304215	II	na
GCA_015422005.1_PDT000702364.1	SAMEA3304256	II	na
GCA_015421985.1_PDT000702385.1	SAMEA3304278	II	na
GCA_015421965.1_PDT000702412.1	SAMEA3304281	II	na
GCA_015421945.1_PDT000703536.1	SAMN05510559	II	human
GCA_015421925.1_PDT000703558.1	SAMN05510582	II	human
GCA_015421905.1_PDT000703538.1	SAMN05510563	II	human
GCA_015421885.1_PDT000703539.1	SAMN05510564	II	human
GCA_015421865.1_PDT000703537.1	SAMN05510560	II	human
GCA_015421845.1_PDT000703541.1	SAMN05510566	II	human
GCA_015421825.1_PDT000703540.1	SAMN05510565	II	human
GCA_015421805.1_PDT000703542.1	SAMN05510549	II	human
GCA_015421785.1_PDT000703543.1	SAMN05510567	II	human
GCA_015421765.1_PDT000703545.1	SAMN05510569	II	human
GCA_015421745.1_PDT000703546.1	SAMN05510570	II	human
GCA_015421715.1_PDT000703544.1	SAMN05510568	II	human
GCA_015421705.1_PDT000703547.1	SAMN05510571	II	human
GCA_015421685.1_PDT000703549.1	SAMN05510574	II	human
GCA_015421665.1_PDT000703548.1	SAMN05510572	II	human
GCA_015421645.1_PDT000703551.1	SAMN05510576	II	human
GCA_015421625.1_PDT000703563.1	SAMN05510588	II	human
GCA_015421605.1_PDT000703562.1	SAMN05510587	II	human
GCA_015421585.1_PDT000703564.1	SAMN05510589	II	human
GCA_015421565.1_PDT000703569.1	SAMN05510596	II	human
GCA_015421525.1_PDT000703550.1	SAMN05510575	II	human
GCA_015421545.1_PDT000703567.1	SAMN05510594	II	human
GCA_015421505.1_PDT000703560.1	SAMN05510585	II	human
GCA_015421465.1_PDT000703555.1	SAMN05510579	II	human
GCA_015421485.1_PDT000703556.1	SAMN05510580	II	human
GCA_015421445.1_PDT000703553.1	SAMN05510577	II	human
GCA_015421425.1_PDT000703552.1	SAMN05510550	II	human
GCA_015421405.1_PDT000703557.1	SAMN05510581	II	human
GCA_015421385.1_PDT000703561.1	SAMN05510586	II	human
GCA_015421345.1_PDT000703559.1	SAMN05510584	II	human
GCA_015421365.1_PDT000703554.1	SAMN05510578	II	human
GCA_015421325.1_PDT000703473.1	SAMN05449819	II	human
GCA_015421305.1_PDT000702418.1	SAMEA3304293	II	na
GCA_015421255.1_PDT000702378.1	SAMEA3304265	II	na
GCA_015421285.1_PDT000702433.1	SAMEA3304316	II	na
GCA_015421245.1_PDT000702377.1	SAMEA3304263	II	na
GCA_015421225.1_PDT000702381.1	SAMEA3304271	II	na
GCA_015421195.1_PDT000702391.1	SAMEA3304290	II	na
GCA_015421185.1_PDT000702382.1	SAMEA3304273	II	na
GCA_015421165.1_PDT000702363.1	SAMEA3304255	II	na
GCA_015421145.1_PDT000702379.1	SAMEA3304267	II	na
GCA_015421125.1_PDT000702392.1	SAMEA3304292	II	na
GCA_015421105.1_PDT000702407.1	SAMEA3304270	II	na
GCA_015421085.1_PDT000702387.1	SAMEA3304282	II	na
GCA_015421045.1_PDT000702386.1	SAMEA3304280	II	na
GCA_015421065.1_PDT000702420.1	SAMEA3304296	II	na
GCA_015421025.1_PDT000702384.1	SAMEA3304276	II	na
GCA_015421005.1_PDT000702419.1	SAMEA3304294	II	na
GCA_015420985.1_PDT000702383.1	SAMEA3304275	II	na
GCA_015420945.1_PDT000702434.1	SAMEA3304317	II	na
GCA_015420965.1_PDT000702397.1	SAMEA3304303	II	na
GCA_015420925.1_PDT000702421.1	SAMEA3304298	II	na
GCA_015420895.1_PDT000702414.1	SAMEA3304285	II	na
GCA_015420885.1_PDT000702435.1	SAMEA3304318	II	na
GCA_015420865.1_PDT000702424.1	SAMEA3304304	II	na
GCA_015420845.1_PDT000702440.1	SAMEA3304323	II	na
GCA_015420825.1_PDT000702437.1	SAMEA3304320	II	na
GCA_015420805.1_PDT000702408.1	SAMEA3304272	II	na
GCA_015420785.1_PDT000702423.1	SAMEA3304302	II	na
GCA_015420765.1_PDT000702436.1	SAMEA3304319	II	na
GCA_015420745.1_PDT000702422.1	SAMEA3304299	II	na
GCA_015420725.1_PDT000702390.1	SAMEA3304288	II	na
GCA_015420705.1_PDT000702438.1	SAMEA3304321	II	na
GCA_015420685.1_PDT000702389.1	SAMEA3304286	II	na
GCA_015420665.1_PDT000702430.1	SAMEA3304313	II	na
GCA_015420645.1_PDT000702417.1	SAMEA3304291	II	na
GCA_015420625.1_PDT000702426.1	SAMEA3304308	II	na
GCA_015420605.1_PDT000702413.1	SAMEA3304283	II	na
GCA_015420585.1_PDT000702400.1	SAMEA3304309	II	na
GCA_015420565.1_PDT000702399.1	SAMEA3304307	II	na
GCA_015420545.1_PDT000702447.1	SAMEA3304330	II	na
GCA_015420525.1_PDT000702409.1	SAMEA3304274	II	na
GCA_015420505.1_PDT000702428.1	SAMEA3304311	II	na
GCA_015420485.1_PDT000702393.1	SAMEA3304295	II	na
GCA_015420465.1_PDT000702404.1	SAMEA3304264	II	na
GCA_015420445.1_PDT000702446.1	SAMEA3304329	II	na
GCA_015420425.1_PDT000702427.1	SAMEA3304310	II	na
GCA_015420385.1_PDT000702416.1	SAMEA3304289	II	na
GCA_015420405.1_PDT000702452.1	SAMEA3304335	II	na
GCA_015420365.1_PDT000702449.1	SAMEA3304332	II	na
GCA_015420325.1_PDT000702453.1	SAMEA3304336	II	na
GCA_015420335.1_PDT000702450.1	SAMEA3304333	II	na
GCA_015420305.1_PDT000702457.1	SAMEA3304340	II	na
GCA_015420285.1_PDT000702456.1	SAMEA3304339	II	na
GCA_015420245.1_PDT000702455.1	SAMEA3304338	II	na
GCA_015420265.1_PDT000702451.1	SAMEA3304334	II	na
GCA_015420225.1_PDT000702458.1	SAMEA3304341	II	na
GCA_015420205.1_PDT000703459.1	SAMN05375115	II	human
GCA_015420185.1_PDT000702459.1	SAMEA3304342	II	na
GCA_015420165.1_PDT000703461.1	SAMN05375117	II	human
GCA_015420145.1_PDT000703462.1	SAMN05375118	II	human
GCA_015420125.1_PDT000703460.1	SAMN05375116	II	human
GCA_015420105.1_PDT000703472.1	SAMN05449818	II	human
GCA_015420085.1_PDT000702460.1	SAMEA3304343	II	na
GCA_015420065.1_PDT000703471.1	SAMN05449817	II	human
GCA_015420025.1_PDT000703482.1	SAMN05449827	II	human
GCA_015420045.1_PDT000703474.1	SAMN05449820	II	human
GCA_015420005.1_PDT000703478.1	SAMN05449806	II	human
GCA_015419985.1_PDT000703476.1	SAMN05449822	II	human
GCA_015419965.1_PDT000703475.1	SAMN05449821	II	human
GCA_015419945.1_PDT000703480.1	SAMN05449825	II	human
GCA_015419925.1_PDT000703485.1	SAMN05449830	II	human
GCA_015419905.1_PDT000703484.1	SAMN05449829	II	human
GCA_015419865.1_PDT000703486.1	SAMN05449831	II	human
GCA_015419885.1_PDT000703479.1	SAMN05449824	II	human
GCA_015419845.1_PDT000703481.1	SAMN05449826	II	human
GCA_015419825.1_PDT000703487.1	SAMN05449832	II	human
GCA_015419805.1_PDT000703489.1	SAMN05449807	II	human
GCA_015419785.1_PDT000703492.1	SAMN05449836	II	human
GCA_015419765.1_PDT000703488.1	SAMN05449833	II	human
GCA_015419745.1_PDT000703483.1	SAMN05449828	II	human
GCA_015419725.1_PDT000703493.1	SAMN05449837	II	human
GCA_015419705.1_PDT000703494.1	SAMN05449838	II	human
GCA_015419685.1_PDT000703491.1	SAMN05449835	II	human
GCA_015419665.1_PDT000703490.1	SAMN05449834	II	human
GCA_015419645.1_PDT000703496.1	SAMN05449840	II	human
GCA_015419625.1_PDT000703497.1	SAMN05449841	II	human
GCA_015419605.1_PDT000703498.1	SAMN05449842	II	human
GCA_015419585.1_PDT000703495.1	SAMN05449839	II	human
GCA_015419565.1_PDT000703501.1	SAMN05449844	II	human
GCA_015419545.1_PDT000703499.1	SAMN05449843	II	human
GCA_015419525.1_PDT000703502.1	SAMN05449845	II	human
GCA_015419505.1_PDT000703506.1	SAMN05449849	II	human
GCA_015419485.1_PDT000703504.1	SAMN05449847	II	human
GCA_015419465.1_PDT000703503.1	SAMN05449846	II	human
GCA_015419445.1_PDT000703505.1	SAMN05449848	II	human
GCA_015419425.1_PDT000703508.1	SAMN05449851	II	human
GCA_015419405.1_PDT000703507.1	SAMN05449850	II	human
GCA_015419385.1_PDT000703468.1	SAMN05449814	II	human
GCA_015419365.1_PDT000703509.1	SAMN05449852	II	human
GCA_015419345.1_PDT000703510.1	SAMN05449853	II	human
GCA_015419285.1_PDT000703511.1	SAMN05449809	II	human
GCA_015419325.1_PDT000703514.1	SAMN05449856	II	human
GCA_015419305.1_PDT000703512.1	SAMN05449854	II	human
GCA_015419265.1_PDT000703520.1	SAMN05449862	II	human
GCA_015419245.1_PDT000703519.1	SAMN05449861	II	human
GCA_015419215.1_PDT000703513.1	SAMN05449855	II	human
GCA_015419205.1_PDT000703524.1	SAMN05449865	II	human
GCA_015419185.1_PDT000703516.1	SAMN05449858	II	human
GCA_015419165.1_PDT000703523.1	SAMN05449864	II	human
GCA_015419145.1_PDT000703521.1	SAMN05449863	II	human
GCA_015419125.1_PDT000703525.1	SAMN05449866	II	human
